Scenario,Train_Set,Test_Set,Model,Fold_Info,Accuracy,Precision,Recall,F1-Score
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_1,0.5505745571618306,0.5505787985369005,0.9999510376948547,0.7101467228360641
S2_Transfer,CORES,NETFLOW,M1_LogisticRegression,Rep_1_Fold_2,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M2_XGBoost,Rep_1_Fold_2,0.540440438464786,0.5572412223021461,0.8046640092958434,0.6584774706481465
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_2,0.5505100515611558,0.5506138429441323,0.998685012376097,0.7098563207050879
S2_Transfer,CORES,NETFLOW,M1_LogisticRegression,Rep_1_Fold_3,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M2_XGBoost,Rep_1_Fold_3,0.5404385129244673,0.5572401499665772,0.804660511988333,0.658475550968499
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_3,0.5511377777050351,0.5509348182431781,0.9991361650449361,0.7102370245284478
S2_Transfer,CORES,NETFLOW,M1_LogisticRegression,Rep_1_Fold_4,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M2_XGBoost,Rep_1_Fold_4,0.5404399570797063,0.5572409542187409,0.8046631349689658,0.6584769907287498
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_4,0.5508345051048481,0.5508492904155166,0.9976777878131073,0.7097972120821179
S2_Transfer,CORES,NETFLOW,M1_LogisticRegression,Rep_1_Fold_5,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M2_XGBoost,Rep_1_Fold_5,0.5404394756946266,0.5572406861350109,0.8046622606420881,0.6584765108090095
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_5,0.5505148654119525,0.5505651145879985,0.9996065529050822,0.7100484519022565
S2_Transfer,CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_1,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_1,0.5404428453901843,0.5572433252298591,0.8046587633345778,0.6584771823480338
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_1,0.5505731130065916,0.5505759094758013,0.9999886337505912,0.710153800301764
S2_Transfer,CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_2,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_2,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_2,0.5505750385469103,0.5505771157259401,0.9999860107699585,0.7101541422827959
S2_Transfer,CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_3,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_3,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_3,0.5517351765888957,0.5512850767783728,0.9987750680444892,0.71043667809955
S2_Transfer,CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_4,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_4,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_4,0.5505735943916713,0.5505762232106753,0.9999877594237137,0.7101538408044316
S2_Transfer,CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_5,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_5,0.5404409198498656,0.5572414903852267,0.8046648836227209,0.6584779505672
S2_Transfer,CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_5,0.5506559112402934,0.5506282762595498,0.9998671023146055,0.710166707549191
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_1,0.8104260374434539,0.8161801374545479,0.9868070085770416,0.8934198800853899
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_1,0.12540309746036543,0.22718426971971592,0.03589340190707406,0.06199246214694331
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_1,0.7415578611640715,0.9930187114767977,0.68383539107796,0.8099229836106664
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_2,0.8103424439521717,0.8161142355182902,0.9867990225047517,0.8933771231398521
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_2,0.672024152088712,0.8505342112472486,0.7190260186235206,0.779270799523964
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_2,0.7402460863777975,0.9921497409356488,0.6828011947164145,0.8089085047553496
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_3,0.8103392288178916,0.8162076096220294,0.9866153428420834,0.893357774812983
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_3,0.08836475055380688,0.17553556378746007,0.035761631714290275,0.05941809279598749
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_3,0.7298386967131683,0.99035254181351,0.6710097589803383,0.7999895267520077
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_4,0.8103424439521717,0.8162082167526088,0.9866193358782284,0.8933597753991167
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_4,0.08334914107687708,0.17451227068742137,0.03711127793128784,0.06120654740148768
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_4,0.7415450006269512,0.9923048863103406,0.6843185484515005,0.8100240344280775
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_5,0.810355304489292,0.8162106452348156,0.9866353080228082,0.8933677776713193
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_5,0.4417465895463124,0.719976399287396,0.5018727339519877,0.5914584936248108
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_5,0.7424388079568143,0.9908474205056973,0.6864628088613458,0.8110364934577852
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_1,0.8103424439521717,0.8162082167526088,0.9866193358782284,0.8933597753991167
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_1,0.08813969115420106,0.1755490798145939,0.035841492437189544,0.05952905987724121
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_1,0.7305203051805459,0.9941398372440627,0.6692648021849894,0.7999770900551748
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_2,0.8103681650264123,0.8162130736528469,0.9866512801673881,0.8933757798277916
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_2,0.26922248407704746,0.5971798812493176,0.2839368141960421,0.38487831148903
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_2,0.7411109574991399,0.9896939304859069,0.6856122921624687,0.8100564721201342
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_3,0.8104131769063335,0.8161693555045493,0.9868070085770416,0.893413420433779
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_3,0.46195370849663536,0.7713059833078642,0.4716055199731668,0.585322701344527
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_3,0.7295236135537201,0.9919075281284384,0.6695443147151368,0.7994526582785435
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_4,0.8103231531464912,0.8161523547810693,0.9866952035649826,0.893357411293865
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_4,0.10795134858807379,0.25596603739499596,0.056577329137983356,0.09267113813029161
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_4,0.7304945841063052,0.9916258483328415,0.6709538564743088,0.8003648609384452
S2_Transfer,NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_5,0.8103392288178916,0.8162076096220294,0.9866153428420834,0.893357774812983
S2_Transfer,NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_5,0.10437611926862125,0.19356384948907335,0.03547413311185293,0.059959572507955576
S2_Transfer,NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_5,0.7414003195843475,0.9941517068179704,0.6828491111501541,0.8096067718936116
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_1,0.5348025473160789,0.5347988579812439,1.0,0.6968976490960869
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_1,0.5377547216946155,0.5372944788027282,0.9772018247437777,0.6933594276609079
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_1,0.6127803970862892,0.8244823226818955,0.35057917634432123,0.49196800990553585
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_2,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_2,0.5372630230741473,0.5374942485572389,0.965766590728359,0.6906239747613161
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_2,0.5608318430371113,0.6710306554848319,0.35077566439840363,0.460715929093658
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_3,0.5350731798229091,0.5349436322656071,1.0,0.6970205563523134
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_3,0.5397849611597743,0.5389968795032086,0.9637386857173575,0.6913420514965131
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_3,0.6148264977972695,0.8313967275314205,0.3509424938782849,0.49355114958335017
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_4,0.534860044332182,0.5348296093317815,1.0,0.696923757634087
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_4,0.5378003227763525,0.5372848597910052,0.9780508014302848,0.6935649983864681
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_4,0.6366892425065527,0.8412343964524122,0.3952486964129808,0.5378105054474419
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_5,0.5350137001510784,0.5349118070215274,1.0,0.6969935400516796
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_5,0.5361576925059579,0.5361234960950709,0.9845200779279037,0.6942117866030909
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_5,0.6145568566183031,0.8304164363853287,0.35093507923473466,0.4933709468307588
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_1,0.5350206394461253,0.5349155197715464,1.0,0.6969966918455057
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_1,0.5365819808316844,0.5363660148149046,0.984247589777431,0.6943472762913048
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_1,0.6151080349106021,0.8324524452339703,0.3509313719129595,0.4937259989959512
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_2,0.5349502551677922,0.5348778642680729,1.0,0.696964724972611
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_2,0.537913334152831,0.5372368079022615,0.9807497316825865,0.6942022757912623
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_2,0.6146500414375047,0.8310465984452545,0.3507515668068652,0.4933006414542933
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_3,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_3,0.5353120898380963,0.5367829866203967,0.9565205302211602,0.6876618734037542
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_3,0.6147432262567063,0.8310581852658192,0.3509628841480482,0.4935116389090535
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_4,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_4,0.5408962396951469,0.5392878349883145,0.9713794758959207,0.693538717272394
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_4,0.6148740815347341,0.831781862292661,0.3508090302943799,0.4934869536987662
S2_Transfer,NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_5,0.5349155586925575,0.5348593036467432,1.0,0.6969489677339756
S2_Transfer,NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_5,0.538924488573955,0.5383419197564728,0.967714788321195,0.6918218074092528
S2_Transfer,NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_5,0.6150475639109074,0.83313424283164,0.3503585906987004,0.4932784228369205
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_1,0.6142385436727765,0.7757257052032651,0.732754076889904,0.7536278308579689
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_1,0.11793434052773213,0.3140995739652331,0.08066332316440128,0.12836219221604447
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_1,0.7407251413855299,0.9898280636972074,0.685033301921449,0.8096970898347162
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_2,0.6142771252841375,0.7757650570067343,0.732754076889904,0.7536464012386368
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_2,0.10361734757852162,0.3007040175372033,0.08544698046606718,0.133078772011107
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_2,0.7319285339952223,0.9943246378183884,0.6708979539682793,0.8012026360714524
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_3,0.6142739101498574,0.7757594460461459,0.732758069926049,0.7536458654181811
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_3,0.12413311941973257,0.2845212891084451,0.05795492660799566,0.09629521509514079
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_3,0.7302791701095396,0.9910890680380027,0.6710536823779328,0.8002609505170201
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_4,0.6142578344784569,0.775743049302711,0.732758069926049,0.7536381277015164
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_4,0.10282320941134107,0.2490615681459393,0.05669712022233225,0.09236744013582873
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_4,0.7384295355095506,0.9923589432977683,0.6803814148125669,0.8072772066139196
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_1_Fold_5,0.6142674798812973,0.7757528872655947,0.732758069926049,0.7536427703124486
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_1_Fold_5,0.13317729214960664,0.3400684074413948,0.08138606270663962,0.13133959036121287
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_1_Fold_5,0.7273887643917448,0.9857995870677115,0.6710976057755275,0.7985622107553858
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_1,0.6142578344784569,0.7757453806059428,0.732754076889904,0.7536371159339046
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_1,0.11787646811069065,0.27065363235576,0.05638167036688016,0.09332267040309841
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_1,0.7309157666969961,0.9918585511760853,0.6713212157996454,0.8007020067200237
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_2,0.6142546193441769,0.7757421013028517,0.732754076889904,0.7536355684053603
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_2,0.11496677158721534,0.31187031285508676,0.08219664904406715,0.13010324199455822
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_2,0.7248873899218401,0.9832571227576503,0.6697279943778051,0.7967583179736637
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_3,0.6142771252841375,0.7757650570067343,0.732754076889904,0.7536464012386368
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_3,0.30060219465065957,0.6371724212685416,0.3051398361257966,0.4126587268372893
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_3,0.7298612026531288,0.9901565178460977,0.6711734734622817,0.8000418855145136
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_4,0.6142353285384964,0.7757200950263351,0.732758069926049,0.7536272951651123
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_4,0.08944503567191484,0.2738014715017324,0.07920187193534475,0.12286336367493705
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_4,0.7370598883062351,0.9922192388512725,0.6787642351738568,0.8060916738588189
S3_Combined,CORES+NETFLOW,KDD,M1_LogisticRegression,Rep_2_Fold_5,0.6142578344784569,0.775743049302711,0.732758069926049,0.7536381277015164
S3_Combined,CORES+NETFLOW,KDD,M2_XGBoost,Rep_2_Fold_5,0.08142327564310724,0.1673332327195895,0.03541823060582344,0.05846218742173185
S3_Combined,CORES+NETFLOW,KDD,M3_IsolationForest,Rep_2_Fold_5,0.7310893839481206,0.9911717070585118,0.672012011052724,0.8009689908645483
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_1,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_1,0.532909111096131,0.5339735796421173,0.9948876032720821,0.6949534736020231
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_1,0.5127008925916086,0.5245986312130656,0.9470038352243764,0.6751781504075786
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_2,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_2,0.5210607604674309,0.52883503274289,0.9577402390851812,0.6814139859503494
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_2,0.4321406337360768,0.47915114389298663,0.7104581693615807,0.5723170468569995
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_3,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_3,0.5259658507377462,0.5308136880905889,0.9785939240703427,0.688284656568218
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_3,0.4995350672318557,0.518124323543512,0.9175398954164528,0.6622714857116481
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_4,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_4,0.5308689583523338,0.5334850586612851,0.9780897283089237,0.6904008462972206
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_4,0.3729801694774116,0.4418717118828337,0.6554526361838312,0.5278767010300044
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_1_Fold_5,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_1_Fold_5,0.5301373583888146,0.5327468563017951,0.9876268135754709,0.6921391636230659
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_1_Fold_5,0.41198495560833825,0.4685102459304863,0.7403058169732313,0.573852169933523
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_1,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_1,0.5301145578479461,0.5326787958400003,0.9892098399734556,0.6924699928631675
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_1,0.5168119292429824,0.5273432247546054,0.9305322045774302,0.6731848875794635
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_2,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_2,0.5324273257543014,0.5337308811912905,0.9944631149288287,0.6946443658210516
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_2,0.42901299432563933,0.4778714289350962,0.7307316584889327,0.5778502230281105
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_3,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_3,0.5327128281790894,0.5339192250449779,0.9934917966237421,0.6945666393874421
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_3,0.42544619667151756,0.4745532366313604,0.6932228304289557,0.5634147627548907
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_4,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_4,0.5327782558181032,0.5338867445777431,0.9953473111721995,0.6949920238669199
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_4,0.5054780777756189,0.521158788045454,0.92741249330365,0.6673184499118359
S3_Combined,KDD+NETFLOW,CORES,M1_LogisticRegression,Rep_2_Fold_5,0.5347946166931682,0.5347946166931682,1.0,0.6968940480719484
S3_Combined,KDD+NETFLOW,CORES,M2_XGBoost,Rep_2_Fold_5,0.533414688306693,0.5341738981865574,0.9968154105951549,0.6955930659943849
S3_Combined,KDD+NETFLOW,CORES,M3_IsolationForest,Rep_2_Fold_5,0.49121782645417883,0.514424493493586,0.8673316366157342,0.6458109765313101
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_1_Fold_1,0.5331628588304557,0.5668340225815226,0.6449804456793826,0.6033875153108903
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_1_Fold_1,0.5123602839979416,0.597557335752916,0.35009447101912416,0.441515581712679
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_1,0.5505129398716339,0.5505706293490741,0.9994885187766068,0.7100232574678397
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_1_Fold_2,0.5331821142336421,0.5668614123751906,0.6448956359722559,0.6033659165265463
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_1_Fold_2,0.4748666442983066,0.5613875345803553,0.2113143143922073,0.3070504416054314
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_2,0.5508879388486906,0.5508237989028875,0.9986579082428915,0.7100239264341408
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_1_Fold_3,0.5330569541129301,0.5668605725122685,0.6439391223681669,0.6029464677139885
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_1_Fold_3,0.5105883055197057,0.5958050647456845,0.34544480068407335,0.4373286401345974
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_3,0.5505066818655983,0.5505742459033529,0.9993617413793555,0.7099942728721732
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_1_Fold_4,0.5332755029390966,0.5669000723567881,0.6452855857596633,0.6035584447127701
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_1_Fold_4,0.5080538130752853,0.5926454435644588,0.3406080243972172,0.432593717848991
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_4,0.5505832220932645,0.5506105655389797,0.9994666606046669,0.7100509496575146
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_1_Fold_5,0.5331330129555166,0.5668373190661777,0.6447225192504921,0.6032764916692812
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_1_Fold_5,0.509696298967092,0.5991297546021984,0.3308260552906831,0.4262734448535811
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_1_Fold_5,0.5507579648771819,0.5508475599770242,0.9969555938122138,0.7096129180412343
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_1,0.5332499895298746,0.5668956975839198,0.645126458267941,0.6034863501857435
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_1,0.5111178291073339,0.5931247956403269,0.3568512691291792,0.44560561876385885
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_1,0.550499942474483,0.5505695587021894,0.9993792279169075,0.7099947885253142
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_2,0.533062730733886,0.5668692049896165,0.6439102695812061,0.60293870232898
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_2,0.5102186017785253,0.5948808870925332,0.34616349737745655,0.43765427390533923
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_2,0.5505485623675288,0.5506142404322186,0.99905834995283,0.709950937920455
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_3,0.5331046112358165,0.5668337025449071,0.6445345389718091,0.6031921369938337
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_3,0.47347881111364104,0.5626862751000994,0.19610190104892997,0.29084229752045754
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_3,0.5512152807028607,0.5511086318551414,0.9968113298774106,0.7097929373706987
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_4,0.5333443410054882,0.5669350955908495,0.6455172823822259,0.603679631202867
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_4,0.5089549659444126,0.5919162459939471,0.348157836985251,0.4384341268692171
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_4,0.5528856869292879,0.5523631372323542,0.9911465660374719,0.7093869581950106
S3_Combined,KDD+CORES,NETFLOW,M1_LogisticRegression,Rep_2_Fold_5,0.5331262735644013,0.566880058832851,0.6443072139836343,0.603118806755846
S3_Combined,KDD+CORES,NETFLOW,M2_XGBoost,Rep_2_Fold_5,0.5066149530721755,0.5912756885491491,0.336455846055518,0.4288701086950465
S3_Combined,KDD+CORES,NETFLOW,M3_IsolationForest,Rep_2_Fold_5,0.5505264186538644,0.5505790773101683,0.9994701579121774,0.710025649299326
