Scenario,Test_Stream,Model,Batch_Idx,F1-Score
S4_Stream,CORES,M2_XGBoost,70,0.7045454545454546
S4_Stream,CORES,M3_IsolationForest,70,0.6919555264879006
S4_Stream,CORES,M1_LogisticRegression,71,0.7236758136566688
S4_Stream,CORES,M2_XGBoost,71,0.7323395981853532
S4_Stream,CORES,M3_IsolationForest,71,0.7236758136566688
S4_Stream,CORES,M1_LogisticRegression,72,0.6833443054641212
S4_Stream,CORES,M2_XGBoost,72,0.6958277254374159
S4_Stream,CORES,M3_IsolationForest,72,0.6833443054641212
S4_Stream,CORES,M1_LogisticRegression,73,0.7138263665594855
S4_Stream,CORES,M2_XGBoost,73,0.7067371202113606
S4_Stream,CORES,M3_IsolationForest,73,0.7138263665594855
S4_Stream,CORES,M1_LogisticRegression,74,0.7105093488072212
S4_Stream,CORES,M2_XGBoost,74,0.6944257891202149
S4_Stream,CORES,M3_IsolationForest,74,0.7105093488072212
S4_Stream,CORES,M1_LogisticRegression,75,0.7021414665801428
S4_Stream,CORES,M2_XGBoost,75,0.7098930481283422
S4_Stream,CORES,M3_IsolationForest,75,0.7021414665801428
S4_Stream,CORES,M1_LogisticRegression,76,0.6996098829648895
S4_Stream,CORES,M2_XGBoost,76,0.7080581241743725
S4_Stream,CORES,M3_IsolationForest,76,0.6996098829648895
S4_Stream,CORES,M1_LogisticRegression,77,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,77,0.721419185282523
S4_Stream,CORES,M3_IsolationForest,77,0.7096774193548387
S4_Stream,CORES,M1_LogisticRegression,78,0.700454840805718
S4_Stream,CORES,M2_XGBoost,78,0.7098479841374752
S4_Stream,CORES,M3_IsolationForest,78,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,79,0.700454840805718
S4_Stream,CORES,M2_XGBoost,79,0.7125827814569536
S4_Stream,CORES,M3_IsolationForest,79,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,80,0.695368558382257
S4_Stream,CORES,M2_XGBoost,80,0.7023102310231023
S4_Stream,CORES,M3_IsolationForest,80,0.695368558382257
S4_Stream,CORES,M1_LogisticRegression,81,0.6996098829648895
S4_Stream,CORES,M2_XGBoost,81,0.7107875579086698
S4_Stream,CORES,M3_IsolationForest,81,0.6996098829648895
S4_Stream,CORES,M1_LogisticRegression,82,0.7146529562982005
S4_Stream,CORES,M2_XGBoost,82,0.7239583333333334
S4_Stream,CORES,M3_IsolationForest,82,0.7146529562982005
S4_Stream,CORES,M1_LogisticRegression,83,0.6876640419947506
S4_Stream,CORES,M2_XGBoost,83,0.7019423978566645
S4_Stream,CORES,M3_IsolationForest,83,0.6876640419947506
S4_Stream,CORES,M1_LogisticRegression,84,0.7253027405991077
S4_Stream,CORES,M2_XGBoost,84,0.7319587628865979
S4_Stream,CORES,M3_IsolationForest,84,0.7253027405991077
S4_Stream,CORES,M1_LogisticRegression,85,0.6893840104849279
S4_Stream,CORES,M2_XGBoost,85,0.6940942269409422
S4_Stream,CORES,M3_IsolationForest,85,0.6893840104849279
S4_Stream,CORES,M1_LogisticRegression,86,0.712998712998713
S4_Stream,CORES,M2_XGBoost,86,0.720626631853786
S4_Stream,CORES,M3_IsolationForest,86,0.712998712998713
S4_Stream,CORES,M1_LogisticRegression,87,0.7269255251432208
S4_Stream,CORES,M2_XGBoost,87,0.7380025940337225
S4_Stream,CORES,M3_IsolationForest,87,0.7269255251432208
S4_Stream,CORES,M1_LogisticRegression,88,0.7138263665594855
S4_Stream,CORES,M2_XGBoost,88,0.7196870925684485
S4_Stream,CORES,M3_IsolationForest,88,0.7138263665594855
S4_Stream,CORES,M1_LogisticRegression,89,0.7080103359173127
S4_Stream,CORES,M2_XGBoost,89,0.7210526315789474
S4_Stream,CORES,M3_IsolationForest,89,0.7080103359173127
S4_Stream,CORES,M1_LogisticRegression,90,0.695368558382257
S4_Stream,CORES,M2_XGBoost,90,0.7051792828685259
S4_Stream,CORES,M3_IsolationForest,90,0.695368558382257
S4_Stream,CORES,M1_LogisticRegression,91,0.6876640419947506
S4_Stream,CORES,M2_XGBoost,91,0.6955941255006676
S4_Stream,CORES,M3_IsolationForest,91,0.6876640419947506
S4_Stream,CORES,M1_LogisticRegression,92,0.7212276214833759
S4_Stream,CORES,M2_XGBoost,92,0.7324675324675325
S4_Stream,CORES,M3_IsolationForest,92,0.7212276214833759
S4_Stream,CORES,M1_LogisticRegression,93,0.6970684039087948
S4_Stream,CORES,M2_XGBoost,93,0.7042440318302388
S4_Stream,CORES,M3_IsolationForest,93,0.6970684039087948
S4_Stream,CORES,M1_LogisticRegression,94,0.6816084377059987
S4_Stream,CORES,M2_XGBoost,94,0.6926698049764627
S4_Stream,CORES,M3_IsolationForest,94,0.6816084377059987
S4_Stream,CORES,M1_LogisticRegression,95,0.6833443054641212
S4_Stream,CORES,M2_XGBoost,95,0.693029490616622
S4_Stream,CORES,M3_IsolationForest,95,0.6833443054641212
S4_Stream,CORES,M1_LogisticRegression,96,0.7187700192184497
S4_Stream,CORES,M2_XGBoost,96,0.733464309102816
S4_Stream,CORES,M3_IsolationForest,96,0.7187700192184497
S4_Stream,CORES,M1_LogisticRegression,97,0.7038237200259235
S4_Stream,CORES,M2_XGBoost,97,0.7136273864384464
S4_Stream,CORES,M3_IsolationForest,97,0.7038237200259235
S4_Stream,CORES,M1_LogisticRegression,98,0.7029831387808041
S4_Stream,CORES,M2_XGBoost,98,0.7113740959894806
S4_Stream,CORES,M3_IsolationForest,98,0.7029831387808041
S4_Stream,CORES,M1_LogisticRegression,99,0.6962190352020861
S4_Stream,CORES,M2_XGBoost,99,0.705026455026455
S4_Stream,CORES,M3_IsolationForest,99,0.6962190352020861
S4_Stream,CORES,M1_LogisticRegression,100,0.6996098829648895
S4_Stream,CORES,M2_XGBoost,100,0.7081403044341495
S4_Stream,CORES,M3_IsolationForest,100,0.6996098829648895
S4_Stream,CORES,M1_LogisticRegression,101,0.7055016181229773
S4_Stream,CORES,M2_XGBoost,101,0.7126890203813281
S4_Stream,CORES,M3_IsolationForest,101,0.7055016181229773
S4_Stream,CORES,M1_LogisticRegression,102,0.6970684039087948
S4_Stream,CORES,M2_XGBoost,102,0.7064280980781975
S4_Stream,CORES,M3_IsolationForest,102,0.6970684039087948
S4_Stream,CORES,M1_LogisticRegression,103,0.6945169712793734
S4_Stream,CORES,M2_XGBoost,103,0.7065073041168659
S4_Stream,CORES,M3_IsolationForest,103,0.6945169712793734
S4_Stream,CORES,M1_LogisticRegression,104,0.7021414665801428
S4_Stream,CORES,M2_XGBoost,104,0.7086614173228346
S4_Stream,CORES,M3_IsolationForest,104,0.7021414665801428
S4_Stream,CORES,M1_LogisticRegression,105,0.7012987012987013
S4_Stream,CORES,M2_XGBoost,105,0.7142857142857143
S4_Stream,CORES,M3_IsolationForest,105,0.7012987012987013
S4_Stream,CORES,M1_LogisticRegression,106,0.6842105263157895
S4_Stream,CORES,M2_XGBoost,106,0.6947791164658634
S4_Stream,CORES,M3_IsolationForest,106,0.6842105263157895
S4_Stream,CORES,M1_LogisticRegression,107,0.7195902688860435
S4_Stream,CORES,M2_XGBoost,107,0.7303443794671864
S4_Stream,CORES,M3_IsolationForest,107,0.7195902688860435
S4_Stream,CORES,M1_LogisticRegression,108,0.7301587301587301
S4_Stream,CORES,M2_XGBoost,108,0.7368421052631579
S4_Stream,CORES,M3_IsolationForest,108,0.7301587301587301
S4_Stream,CORES,M1_LogisticRegression,109,0.7293519695044473
S4_Stream,CORES,M2_XGBoost,109,0.7350096711798839
S4_Stream,CORES,M3_IsolationForest,109,0.7293519695044473
S4_Stream,CORES,M1_LogisticRegression,110,0.7029831387808041
S4_Stream,CORES,M2_XGBoost,110,0.7097625329815304
S4_Stream,CORES,M3_IsolationForest,110,0.7029831387808041
S4_Stream,CORES,M1_LogisticRegression,111,0.7105093488072212
S4_Stream,CORES,M2_XGBoost,111,0.7182175622542595
S4_Stream,CORES,M3_IsolationForest,111,0.7105093488072212
S4_Stream,CORES,M1_LogisticRegression,112,0.6962190352020861
S4_Stream,CORES,M2_XGBoost,112,0.7055702917771883
S4_Stream,CORES,M3_IsolationForest,112,0.6962190352020861
S4_Stream,CORES,M1_LogisticRegression,113,0.6772486772486772
S4_Stream,CORES,M2_XGBoost,113,0.6874576271186441
S4_Stream,CORES,M3_IsolationForest,113,0.6772486772486772
S4_Stream,CORES,M1_LogisticRegression,114,0.695368558382257
S4_Stream,CORES,M2_XGBoost,114,0.7005277044854882
S4_Stream,CORES,M3_IsolationForest,114,0.695368558382257
S4_Stream,CORES,M1_LogisticRegression,115,0.7204094689699296
S4_Stream,CORES,M2_XGBoost,115,0.7282184655396619
S4_Stream,CORES,M3_IsolationForest,115,0.7204094689699296
S4_Stream,CORES,M1_LogisticRegression,116,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,116,0.7101449275362319
S4_Stream,CORES,M3_IsolationForest,116,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,117,0.7261146496815286
S4_Stream,CORES,M2_XGBoost,117,0.7275064267352185
S4_Stream,CORES,M3_IsolationForest,117,0.7261146496815286
S4_Stream,CORES,M1_LogisticRegression,118,0.6962190352020861
S4_Stream,CORES,M2_XGBoost,118,0.700990099009901
S4_Stream,CORES,M3_IsolationForest,118,0.6962190352020861
S4_Stream,CORES,M1_LogisticRegression,119,0.6824769433465085
S4_Stream,CORES,M2_XGBoost,119,0.6916890080428955
S4_Stream,CORES,M3_IsolationForest,119,0.6824769433465085
S4_Stream,CORES,M1_LogisticRegression,120,0.7021414665801428
S4_Stream,CORES,M2_XGBoost,120,0.7144754316069057
S4_Stream,CORES,M3_IsolationForest,120,0.7021414665801428
S4_Stream,CORES,M1_LogisticRegression,121,0.6996098829648895
S4_Stream,CORES,M2_XGBoost,121,0.7072042300066094
S4_Stream,CORES,M3_IsolationForest,121,0.6996098829648895
S4_Stream,CORES,M1_LogisticRegression,122,0.7063389391979301
S4_Stream,CORES,M2_XGBoost,122,0.7128842380640942
S4_Stream,CORES,M3_IsolationForest,122,0.7063389391979301
S4_Stream,CORES,M1_LogisticRegression,123,0.6902423051735429
S4_Stream,CORES,M2_XGBoost,123,0.6991327551701134
S4_Stream,CORES,M3_IsolationForest,123,0.6902423051735429
S4_Stream,CORES,M1_LogisticRegression,124,0.7138263665594855
S4_Stream,CORES,M2_XGBoost,124,0.7225130890052356
S4_Stream,CORES,M3_IsolationForest,124,0.7138263665594855
S4_Stream,CORES,M1_LogisticRegression,125,0.6936642717178315
S4_Stream,CORES,M2_XGBoost,125,0.7019867549668874
S4_Stream,CORES,M3_IsolationForest,125,0.6936642717178315
S4_Stream,CORES,M1_LogisticRegression,126,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,126,0.7155963302752294
S4_Stream,CORES,M3_IsolationForest,126,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,127,0.7046632124352331
S4_Stream,CORES,M2_XGBoost,127,0.7155115511551156
S4_Stream,CORES,M3_IsolationForest,127,0.7046632124352331
S4_Stream,CORES,M1_LogisticRegression,128,0.6902423051735429
S4_Stream,CORES,M2_XGBoost,128,0.6970899470899471
S4_Stream,CORES,M3_IsolationForest,128,0.6902423051735429
S4_Stream,CORES,M1_LogisticRegression,129,0.6945169712793734
S4_Stream,CORES,M2_XGBoost,129,0.7042440318302388
S4_Stream,CORES,M3_IsolationForest,129,0.6945169712793734
S4_Stream,CORES,M1_LogisticRegression,130,0.6850756081525312
S4_Stream,CORES,M2_XGBoost,130,0.6957104557640751
S4_Stream,CORES,M3_IsolationForest,130,0.6850756081525312
S4_Stream,CORES,M1_LogisticRegression,131,0.6910994764397905
S4_Stream,CORES,M2_XGBoost,131,0.6980132450331126
S4_Stream,CORES,M3_IsolationForest,131,0.6910994764397905
S4_Stream,CORES,M1_LogisticRegression,132,0.71216999356085
S4_Stream,CORES,M2_XGBoost,132,0.7225130890052356
S4_Stream,CORES,M3_IsolationForest,132,0.71216999356085
S4_Stream,CORES,M1_LogisticRegression,133,0.6807387862796834
S4_Stream,CORES,M2_XGBoost,133,0.6940147948890383
S4_Stream,CORES,M3_IsolationForest,133,0.6807387862796834
S4_Stream,CORES,M1_LogisticRegression,134,0.7046632124352331
S4_Stream,CORES,M2_XGBoost,134,0.7108196721311475
S4_Stream,CORES,M3_IsolationForest,134,0.7046632124352331
S4_Stream,CORES,M1_LogisticRegression,135,0.6859395532194481
S4_Stream,CORES,M2_XGBoost,135,0.6932270916334662
S4_Stream,CORES,M3_IsolationForest,135,0.6859395532194481
S4_Stream,CORES,M1_LogisticRegression,136,0.6979166666666666
S4_Stream,CORES,M2_XGBoost,136,0.7085261070720423
S4_Stream,CORES,M3_IsolationForest,136,0.6979166666666666
S4_Stream,CORES,M1_LogisticRegression,137,0.6833443054641212
S4_Stream,CORES,M2_XGBoost,137,0.695359784801614
S4_Stream,CORES,M3_IsolationForest,137,0.6833443054641212
S4_Stream,CORES,M1_LogisticRegression,138,0.7285441830896376
S4_Stream,CORES,M2_XGBoost,138,0.7417475728155339
S4_Stream,CORES,M3_IsolationForest,138,0.7285441830896376
S4_Stream,CORES,M1_LogisticRegression,139,0.6675549633577615
S4_Stream,CORES,M2_XGBoost,139,0.6765899864682002
S4_Stream,CORES,M3_IsolationForest,139,0.6675549633577615
S4_Stream,CORES,M1_LogisticRegression,140,0.6928104575163399
S4_Stream,CORES,M2_XGBoost,140,0.7015915119363395
S4_Stream,CORES,M3_IsolationForest,140,0.6928104575163399
S4_Stream,CORES,M1_LogisticRegression,141,0.7146529562982005
S4_Stream,CORES,M2_XGBoost,141,0.7213541666666666
S4_Stream,CORES,M3_IsolationForest,141,0.7146529562982005
S4_Stream,CORES,M1_LogisticRegression,142,0.6902423051735429
S4_Stream,CORES,M2_XGBoost,142,0.6949040370615487
S4_Stream,CORES,M3_IsolationForest,142,0.6902423051735429
S4_Stream,CORES,M1_LogisticRegression,143,0.711340206185567
S4_Stream,CORES,M2_XGBoost,143,0.7192182410423453
S4_Stream,CORES,M3_IsolationForest,143,0.711340206185567
S4_Stream,CORES,M1_LogisticRegression,144,0.7105093488072212
S4_Stream,CORES,M2_XGBoost,144,0.7212041884816754
S4_Stream,CORES,M3_IsolationForest,144,0.7105093488072212
S4_Stream,CORES,M1_LogisticRegression,145,0.7138263665594855
S4_Stream,CORES,M2_XGBoost,145,0.7252459016393442
S4_Stream,CORES,M3_IsolationForest,145,0.7138263665594855
S4_Stream,CORES,M1_LogisticRegression,146,0.6710963455149501
S4_Stream,CORES,M2_XGBoost,146,0.6880108991825613
S4_Stream,CORES,M3_IsolationForest,146,0.6710963455149501
S4_Stream,CORES,M1_LogisticRegression,147,0.6833443054641212
S4_Stream,CORES,M2_XGBoost,147,0.6921529175050302
S4_Stream,CORES,M3_IsolationForest,147,0.6833443054641212
S4_Stream,CORES,M1_LogisticRegression,148,0.6987638256343527
S4_Stream,CORES,M2_XGBoost,148,0.7072847682119205
S4_Stream,CORES,M3_IsolationForest,148,0.6987638256343527
S4_Stream,CORES,M1_LogisticRegression,149,0.6962190352020861
S4_Stream,CORES,M2_XGBoost,149,0.6996699669966997
S4_Stream,CORES,M3_IsolationForest,149,0.6962190352020861
S4_Stream,CORES,M1_LogisticRegression,150,0.7088444157520981
S4_Stream,CORES,M2_XGBoost,150,0.7204724409448819
S4_Stream,CORES,M3_IsolationForest,150,0.7088444157520981
S4_Stream,CORES,M1_LogisticRegression,151,0.7154784842646115
S4_Stream,CORES,M2_XGBoost,151,0.723846653671215
S4_Stream,CORES,M3_IsolationForest,151,0.7154784842646115
S4_Stream,CORES,M1_LogisticRegression,152,0.7038237200259235
S4_Stream,CORES,M2_XGBoost,152,0.7095081967213115
S4_Stream,CORES,M3_IsolationForest,152,0.7038237200259235
S4_Stream,CORES,M1_LogisticRegression,153,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,153,0.7201051248357424
S4_Stream,CORES,M3_IsolationForest,153,0.7096774193548387
S4_Stream,CORES,M1_LogisticRegression,154,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,154,0.7178477690288714
S4_Stream,CORES,M3_IsolationForest,154,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,155,0.7021414665801428
S4_Stream,CORES,M2_XGBoost,155,0.7119314436387607
S4_Stream,CORES,M3_IsolationForest,155,0.7021414665801428
S4_Stream,CORES,M1_LogisticRegression,156,0.7063389391979301
S4_Stream,CORES,M2_XGBoost,156,0.7167325428194994
S4_Stream,CORES,M3_IsolationForest,156,0.7063389391979301
S4_Stream,CORES,M1_LogisticRegression,157,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,157,0.7187910643889619
S4_Stream,CORES,M3_IsolationForest,157,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,158,0.6936642717178315
S4_Stream,CORES,M2_XGBoost,158,0.7033112582781457
S4_Stream,CORES,M3_IsolationForest,158,0.6936642717178315
S4_Stream,CORES,M1_LogisticRegression,159,0.7220447284345048
S4_Stream,CORES,M2_XGBoost,159,0.7296416938110749
S4_Stream,CORES,M3_IsolationForest,159,0.7220447284345048
S4_Stream,CORES,M1_LogisticRegression,160,0.7012987012987013
S4_Stream,CORES,M2_XGBoost,160,0.7115511551155116
S4_Stream,CORES,M3_IsolationForest,160,0.7012987012987013
S4_Stream,CORES,M1_LogisticRegression,161,0.6893840104849279
S4_Stream,CORES,M2_XGBoost,161,0.7041499330655957
S4_Stream,CORES,M3_IsolationForest,161,0.6893840104849279
S4_Stream,CORES,M1_LogisticRegression,162,0.712998712998713
S4_Stream,CORES,M2_XGBoost,162,0.7220405493786789
S4_Stream,CORES,M3_IsolationForest,162,0.712998712998713
S4_Stream,CORES,M1_LogisticRegression,163,0.6885245901639344
S4_Stream,CORES,M2_XGBoost,163,0.7014028056112225
S4_Stream,CORES,M3_IsolationForest,163,0.6885245901639344
S4_Stream,CORES,M1_LogisticRegression,164,0.7195902688860435
S4_Stream,CORES,M2_XGBoost,164,0.7265625
S4_Stream,CORES,M3_IsolationForest,164,0.7195902688860435
S4_Stream,CORES,M1_LogisticRegression,165,0.6902423051735429
S4_Stream,CORES,M2_XGBoost,165,0.7012641383898869
S4_Stream,CORES,M3_IsolationForest,165,0.6902423051735429
S4_Stream,CORES,M1_LogisticRegression,166,0.6559139784946236
S4_Stream,CORES,M2_XGBoost,166,0.6662116040955631
S4_Stream,CORES,M3_IsolationForest,166,0.6559139784946236
S4_Stream,CORES,M1_LogisticRegression,167,0.6859395532194481
S4_Stream,CORES,M2_XGBoost,167,0.6966442953020134
S4_Stream,CORES,M3_IsolationForest,167,0.6859395532194481
S4_Stream,CORES,M1_LogisticRegression,168,0.7088444157520981
S4_Stream,CORES,M2_XGBoost,168,0.7202106649111257
S4_Stream,CORES,M3_IsolationForest,168,0.7088444157520981
S4_Stream,CORES,M1_LogisticRegression,169,0.700454840805718
S4_Stream,CORES,M2_XGBoost,169,0.7110817941952506
S4_Stream,CORES,M3_IsolationForest,169,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,170,0.7187700192184497
S4_Stream,CORES,M2_XGBoost,170,0.7290448343079922
S4_Stream,CORES,M3_IsolationForest,170,0.7187700192184497
S4_Stream,CORES,M1_LogisticRegression,171,0.678996036988111
S4_Stream,CORES,M2_XGBoost,171,0.6876675603217158
S4_Stream,CORES,M3_IsolationForest,171,0.678996036988111
S4_Stream,CORES,M1_LogisticRegression,172,0.695368558382257
S4_Stream,CORES,M2_XGBoost,172,0.7001321003963011
S4_Stream,CORES,M3_IsolationForest,172,0.695368558382257
S4_Stream,CORES,M1_LogisticRegression,173,0.7146529562982005
S4_Stream,CORES,M2_XGBoost,173,0.7226229508196721
S4_Stream,CORES,M3_IsolationForest,173,0.7146529562982005
S4_Stream,CORES,M1_LogisticRegression,174,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,174,0.7166337935568705
S4_Stream,CORES,M3_IsolationForest,174,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,175,0.7105093488072212
S4_Stream,CORES,M2_XGBoost,175,0.7226229508196721
S4_Stream,CORES,M3_IsolationForest,175,0.7105093488072212
S4_Stream,CORES,M1_LogisticRegression,176,0.6979166666666666
S4_Stream,CORES,M2_XGBoost,176,0.7081403044341495
S4_Stream,CORES,M3_IsolationForest,176,0.6979166666666666
S4_Stream,CORES,M1_LogisticRegression,177,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,177,0.7165354330708661
S4_Stream,CORES,M3_IsolationForest,177,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,178,0.7105093488072212
S4_Stream,CORES,M2_XGBoost,178,0.7202614379084967
S4_Stream,CORES,M3_IsolationForest,178,0.7105093488072212
S4_Stream,CORES,M1_LogisticRegression,179,0.6970684039087948
S4_Stream,CORES,M2_XGBoost,179,0.7044854881266491
S4_Stream,CORES,M3_IsolationForest,179,0.6970684039087948
S4_Stream,CORES,M1_LogisticRegression,180,0.7080103359173127
S4_Stream,CORES,M2_XGBoost,180,0.7155963302752294
S4_Stream,CORES,M3_IsolationForest,180,0.7080103359173127
S4_Stream,CORES,M1_LogisticRegression,181,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,181,0.7190569744597249
S4_Stream,CORES,M3_IsolationForest,181,0.7096774193548387
S4_Stream,CORES,M1_LogisticRegression,182,0.7012987012987013
S4_Stream,CORES,M2_XGBoost,182,0.7121111846459298
S4_Stream,CORES,M3_IsolationForest,182,0.7012987012987013
S4_Stream,CORES,M1_LogisticRegression,183,0.711340206185567
S4_Stream,CORES,M2_XGBoost,183,0.7221494102228048
S4_Stream,CORES,M3_IsolationForest,183,0.711340206185567
S4_Stream,CORES,M1_LogisticRegression,184,0.6919555264879006
S4_Stream,CORES,M2_XGBoost,184,0.7058823529411765
S4_Stream,CORES,M3_IsolationForest,184,0.6919555264879006
S4_Stream,CORES,M1_LogisticRegression,185,0.6928104575163399
S4_Stream,CORES,M2_XGBoost,185,0.7021985343104596
S4_Stream,CORES,M3_IsolationForest,185,0.6928104575163399
S4_Stream,CORES,M1_LogisticRegression,186,0.6910994764397905
S4_Stream,CORES,M2_XGBoost,186,0.7016611295681063
S4_Stream,CORES,M3_IsolationForest,186,0.6910994764397905
S4_Stream,CORES,M1_LogisticRegression,187,0.7063389391979301
S4_Stream,CORES,M2_XGBoost,187,0.7188940092165899
S4_Stream,CORES,M3_IsolationForest,187,0.7063389391979301
S4_Stream,CORES,M1_LogisticRegression,188,0.669328010645376
S4_Stream,CORES,M2_XGBoost,188,0.6752368064952639
S4_Stream,CORES,M3_IsolationForest,188,0.669328010645376
S4_Stream,CORES,M1_LogisticRegression,189,0.7088444157520981
S4_Stream,CORES,M2_XGBoost,189,0.718688524590164
S4_Stream,CORES,M3_IsolationForest,189,0.7088444157520981
S4_Stream,CORES,M1_LogisticRegression,190,0.7080103359173127
S4_Stream,CORES,M2_XGBoost,190,0.7253474520185308
S4_Stream,CORES,M3_IsolationForest,190,0.7080103359173127
S4_Stream,CORES,M1_LogisticRegression,191,0.6970684039087948
S4_Stream,CORES,M2_XGBoost,191,0.7081403044341495
S4_Stream,CORES,M3_IsolationForest,191,0.6970684039087948
S4_Stream,CORES,M1_LogisticRegression,192,0.6979166666666666
S4_Stream,CORES,M2_XGBoost,192,0.7099337748344371
S4_Stream,CORES,M3_IsolationForest,192,0.6979166666666666
S4_Stream,CORES,M1_LogisticRegression,193,0.6936642717178315
S4_Stream,CORES,M2_XGBoost,193,0.7056478405315615
S4_Stream,CORES,M3_IsolationForest,193,0.6936642717178315
S4_Stream,CORES,M1_LogisticRegression,194,0.6876640419947506
S4_Stream,CORES,M2_XGBoost,194,0.6986666666666667
S4_Stream,CORES,M3_IsolationForest,194,0.6876640419947506
S4_Stream,CORES,M1_LogisticRegression,195,0.7012987012987013
S4_Stream,CORES,M2_XGBoost,195,0.7142857142857143
S4_Stream,CORES,M3_IsolationForest,195,0.7012987012987013
S4_Stream,CORES,M1_LogisticRegression,196,0.6850756081525312
S4_Stream,CORES,M2_XGBoost,196,0.6897009966777409
S4_Stream,CORES,M3_IsolationForest,196,0.6850756081525312
S4_Stream,CORES,M1_LogisticRegression,197,0.6979166666666666
S4_Stream,CORES,M2_XGBoost,197,0.7000659195781147
S4_Stream,CORES,M3_IsolationForest,197,0.6979166666666666
S4_Stream,CORES,M1_LogisticRegression,198,0.700454840805718
S4_Stream,CORES,M2_XGBoost,198,0.7084432717678101
S4_Stream,CORES,M3_IsolationForest,198,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,199,0.717948717948718
S4_Stream,CORES,M2_XGBoost,199,0.727509778357236
S4_Stream,CORES,M3_IsolationForest,199,0.717948717948718
S4_Stream,CORES,M1_LogisticRegression,200,0.6885245901639344
S4_Stream,CORES,M2_XGBoost,200,0.6969292389853138
S4_Stream,CORES,M3_IsolationForest,200,0.6885245901639344
S4_Stream,CORES,M1_LogisticRegression,201,0.7029831387808041
S4_Stream,CORES,M2_XGBoost,201,0.7092105263157895
S4_Stream,CORES,M3_IsolationForest,201,0.7029831387808041
S4_Stream,CORES,M1_LogisticRegression,202,0.6816084377059987
S4_Stream,CORES,M2_XGBoost,202,0.6885465505693235
S4_Stream,CORES,M3_IsolationForest,202,0.6816084377059987
S4_Stream,CORES,M1_LogisticRegression,203,0.7038237200259235
S4_Stream,CORES,M2_XGBoost,203,0.7089601046435579
S4_Stream,CORES,M3_IsolationForest,203,0.7038237200259235
S4_Stream,CORES,M1_LogisticRegression,204,0.7021414665801428
S4_Stream,CORES,M2_XGBoost,204,0.7119314436387607
S4_Stream,CORES,M3_IsolationForest,204,0.7021414665801428
S4_Stream,CORES,M1_LogisticRegression,205,0.71216999356085
S4_Stream,CORES,M2_XGBoost,205,0.720626631853786
S4_Stream,CORES,M3_IsolationForest,205,0.71216999356085
S4_Stream,CORES,M1_LogisticRegression,206,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,206,0.7182175622542595
S4_Stream,CORES,M3_IsolationForest,206,0.7096774193548387
S4_Stream,CORES,M1_LogisticRegression,207,0.7421383647798742
S4_Stream,CORES,M2_XGBoost,207,0.7460216422660726
S4_Stream,CORES,M3_IsolationForest,207,0.7421383647798742
S4_Stream,CORES,M1_LogisticRegression,208,0.6962190352020861
S4_Stream,CORES,M2_XGBoost,208,0.7025948103792415
S4_Stream,CORES,M3_IsolationForest,208,0.6962190352020861
S4_Stream,CORES,M1_LogisticRegression,209,0.6885245901639344
S4_Stream,CORES,M2_XGBoost,209,0.69826435246996
S4_Stream,CORES,M3_IsolationForest,209,0.6885245901639344
S4_Stream,CORES,M1_LogisticRegression,210,0.7029831387808041
S4_Stream,CORES,M2_XGBoost,210,0.71343481138319
S4_Stream,CORES,M3_IsolationForest,210,0.7029831387808041
S4_Stream,CORES,M1_LogisticRegression,211,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,211,0.7157757496740548
S4_Stream,CORES,M3_IsolationForest,211,0.7096774193548387
S4_Stream,CORES,M1_LogisticRegression,212,0.7204094689699296
S4_Stream,CORES,M2_XGBoost,212,0.73046875
S4_Stream,CORES,M3_IsolationForest,212,0.7204094689699296
S4_Stream,CORES,M1_LogisticRegression,213,0.7046632124352331
S4_Stream,CORES,M2_XGBoost,213,0.7135348226018396
S4_Stream,CORES,M3_IsolationForest,213,0.7046632124352331
S4_Stream,CORES,M1_LogisticRegression,214,0.7236758136566688
S4_Stream,CORES,M2_XGBoost,214,0.7282117495158167
S4_Stream,CORES,M3_IsolationForest,214,0.7236758136566688
S4_Stream,CORES,M1_LogisticRegression,215,0.711340206185567
S4_Stream,CORES,M2_XGBoost,215,0.720626631853786
S4_Stream,CORES,M3_IsolationForest,215,0.711340206185567
S4_Stream,CORES,M1_LogisticRegression,216,0.7096774193548387
